type,phone,F1_0.33,F2_0.33,F3_0.33,B1_0.33,B2_0.33,B3_0.33
matrix,ɔ̃,31728.471449274348,69303.24234834695,130747.23046636382,-4.409734500515454,45.439890235167205,-6.238683904107264
matrix,ɔ̃,-5.485449616965333,-35.7712632136057,-4.409734500515454,0.13558520818265923,-0.051522798921937486,0.02554122201523293
matrix,ɔ̃,34.5817616636238,59.617283264307254,45.439890235167205,-0.051522798921937486,0.18775890304694737,0.009403976329781901
matrix,ɔ̃,8.14095374302791,-0.6199949935809869,-6.238683904107264,0.02554122201523293,0.009403976329781901,0.11621645160768017
matrix,ɛ̃,21783.513236661405,4085.688912532004,21760.85116472151,6.337730936418172,8.98089329018452,9.365882514952574
matrix,ɛ̃,4085.688912532004,53041.36735620155,41172.06126670523,7.135391447624631,-16.651014720963577,2.613058612778491
matrix,ɛ̃,21760.85116472151,41172.06126670523,96363.28807637213,26.552640158209478,-2.710772100289042,7.16138635196665
matrix,ɛ̃,6.337730936418172,7.135391447624631,26.552640158209478,0.0934990464298405,0.014566570215708945,0.013525639815718752
matrix,ɛ̃,8.98089329018452,-16.651014720963577,-2.710772100289042,0.014566570215708945,0.08834055857265773,0.022933251438308502
matrix,ɛ̃,9.365882514952574,2.613058612778491,7.16138635196665,0.013525639815718752,0.022933251438308502,0.08235566372650822
matrix,ɑ,18894.989357222148,5926.343650585989,12380.836123304352,5.927116876477283,-2.2728995616295125,5.520594458836803
matrix,ɑ,5926.343650585989,75802.37409228615,28965.476626441763,-2.5795657610700142,43.86262787202899,-1.725386615338166
matrix,ɑ,12380.836123304352,28965.476626441763,80809.6156407118,10.755371332283664,35.78885742712472,1.7589111753695768
matrix,ɑ,5.927116876477283,-2.5795657610700142,10.755371332283664,0.08133850401986617,-0.0015088883226865128,0.007355317775285971
matrix,ɑ,-2.2728995616295125,43.86262787202899,35.78885742712472,-0.0015088883226865128,0.10616047163403457,-0.010428258880594093
matrix,ɑ,5.520594458836803,-1.725386615338166,1.7589111753695768,0.007355317775285971,-0.010428258880594093,0.08857086495439541
matrix,ə,11462.62267207283,-899.1584752169243,13949.564417919737,13.71691552420449,8.661030808139197,9.31659782522799
matrix,ə,-899.1584752169243,46484.762260850206,26549.176634059222,-1.3986899166367892,-8.22350800925977,-1.2402752250834759
matrix,ə,13949.564417919737,26549.176634059222,62147.45839341276,24.566992069271155,7.041224662996155,17.873145319505973
matrix,ə,13.71691552420449,-1.3986899166367892,24.566992069271155,0.1085536090195322,0.028120334492834468,0.02730416500499438
matrix,ə,8.661030808139197,-8.22350800925977,7.041224662996155,0.028120334492834468,0.09758978965684435,0.027357024512046083
matrix,ə,9.31659782522799,-1.2402752250834759,17.873145319505973,0.02730416500499438,0.027357024512046083,0.08795873345571853
matrix,y,6108.237473525701,-899.0310189827301,7006.795833095321,10.812656903619398,3.8692163571027414,0.21455301981270136
matrix,y,-899.0310189827301,56604.106655253396,31141.12552975131,1.7792700275411004,-15.161344297564357,11.366094262735965
matrix,y,7006.795833095321,31141.12552975131,89377.74875471498,32.217783911035085,-11.823786200563939,15.757309779530853
matrix,y,10.812656903619398,1.7792700275411004,32.217783911035085,0.1617025595169205,0.044420946023356125,0.03000592606473409
matrix,y,3.8692163571027414,-15.161344297564357,-11.823786200563939,0.044420946023356125,0.1081771153589015,0.006854625134529475
matrix,y,0.21455301981270136,11.366094262735965,15.757309779530853,0.03000592606473409,0.006854625134529475,0.0971991568298846
matrix,ɜ,29014.633153469993,6364.49616949056,24928.8452519689,7.602609471402848,17.0369735820282,-5.09083506014389
matrix,ɜ,6364.49616949056,35771.23846474703,36840.0383760488,13.950803717266767,0.255369189108412,-5.884606314887932
matrix,ɜ,24928.8452519689,36840.0383760488,70188.81233376487,10.113852398112043,4.100645557828673,-17.58425145013478
matrix,ɜ,7.602609471402848,13.950803717266767,10.113852398112043,0.0978528638347304,0.004274360754846122,0.005950984380134094
matrix,ɜ,17.0369735820282,0.255369189108412,4.100645557828673,0.004274360754846122,0.07388186492887679,0.021934152898412017
matrix,ɜ,-5.09083506014389,-5.884606314887932,-17.58425145013478,0.005950984380134094,0.021934152898412017,0.08811487179970595
matrix,œ,22133.905652809837,3632.1586837900286,20234.08033705507,11.60360794242258,14.751425178660517,4.038020479600245
matrix,œ,3632.1586837900286,52089.88761237594,29623.047291677423,2.2727081529127946,-2.220971673318339,-6.376011050292524
matrix,œ,20234.08033705507,29623.047291677423,64471.84286353692,23.948268746386756,10.372942632912851,4.068450726788424
matrix,œ,11.60360794242258,2.2727081529127946,23.948268746386756,0.08891516829512934,0.0025845254481172263,0.015318147091669433
matrix,œ,14.751425178660517,-2.220971673318339,10.372942632912851,0.0025845254481172263,0.1284949724190795,0.00881529803320887
matrix,œ,4.038020479600245,-6.376011050292524,4.068450726788424,0.015318147091669433,0.00881529803320887,0.09027180103946694
matrix,œ̃,23796.46995710397,9563.12782664782,27638.937070327036,8.81029402700393,17.829904845870768,4.219902399891308
matrix,œ̃,9563.12782664782,47001.40402284179,30327.544915454462,-7.975495736523596,3.8081110120879575,-0.2527160191826922
matrix,œ̃,27638.937070327036,30327.544915454462,90695.11059480143,22.087518823147676,21.35358333650193,24.12097249438729
matrix,œ̃,8.81029402700393,-7.975495736523596,22.087518823147676,0.09814866700760304,0.024394873864115027,0.01268064930813779
matrix,œ̃,17.829904845870768,3.8081110120879575,21.35358333650193,0.024394873864115027,0.12192190148069848,0.013558983687815064
matrix,œ̃,4.219902399891308,-0.2527160191826922,24.12097249438729,0.01268064930813779,0.013558983687815064,0.09294845386380551
matrix,ø,3445.1791391509623,1179.3116599819687,3570.5001121786104,4.5177126481444745,4.221316439566179,-4.51078485378555
matrix,ø,1179.3116599819687,48619.84285495357,32939.46101750651,5.933109312354371,-1.7528687124133464,11.868431960752162
matrix,ø,3570.5001121786104,32939.46101750651,69213.54689413864,17.827213482238765,1.9502475390008387,6.663832821955464
matrix,ø,4.5177126481444745,5.933109312354371,17.827213482238765,0.10549061544273385,0.030643901647450667,-0.006565307712547823
matrix,ø,4.221316439566179,-1.7528687124133464,1.9502475390008387,0.030643901647450667,0.10851910135866227,0.006634843251683437
matrix,ø,-4.51078485378555,11.868431960752162,6.663832821955464,-0.006565307712547823,0.006634843251683437,0.10610134902348307
